Ticker,Name,Exchange,CategoryName,CategoryNumber,
OKI.BE,OKI ELECTRIC,BER,Communication Equipment,841,
YFI.V,"Edgewater Wireless Systems, Inc.",VAN,Communication Equipment,841,
CMRO,"Comarco, Inc.",PNK,Communication Equipment,841,
FJK.F,FUJIKURA,FRA,Communication Equipment,841,
FZM.DE,ZTE Corp.,GER,Communication Equipment,841,
IDSY,ID Systems Inc.,NGM,Communication Equipment,841,
WSTL,"Westell Technologies, Inc.",NMS,Communication Equipment,841,
IIJI,Internet Initiative Japan Inc.,NMS,Communication Equipment,841,
LRD.L,Laird PLC,LSE,Communication Equipment,841,
NMRX,Numerex Corp.,NMS,Communication Equipment,841,
ZSTN,"ZST Digital Networks, Inc.",PNK,Communication Equipment,841,
NTC.AX,NetComm Wireless Limited,ASX,Communication Equipment,841,
XT2A.F,CCT FORTIS HOLDINGS,FRA,Communication Equipment,841,
XT2A.SG,CCT FORTIS HOLDINGS,STU,Communication Equipment,841,
SONS,"Sonus Networks, Inc.",NMS,Communication Equipment,841,
INFN,Infinera Corporation,NMS,Communication Equipment,841,
QCI.SG,QUALCOMM,STU,Communication Equipment,841,
IKAN,"Ikanos Communications, Inc.",NCM,Communication Equipment,841,
ENVI,"Envivio, Inc.",NMS,Communication Equipment,841,
BB.TO,BlackBerry Limited,TOR,Communication Equipment,841,
8051.HK,TELEEYE HOLDING,HKG,Communication Equipment,841,
NVI.V,"Novra Technologies, Inc.",VAN,Communication Equipment,841,
MBQ.DE,Mobotix AG,GER,Communication Equipment,841,
IFON,Infosonics Corp.,NCM,Communication Equipment,841,
ALLT,Allot Communications Ltd.,NMS,Communication Equipment,841,
VCRA,"Vocera Communications, Inc.",NYQ,Communication Equipment,841,
CTV,Qwest Corp.,NYQ,Communication Equipment,841,
FZM.SG,ZTE -H-,STU,Communication Equipment,841,
2018.HK,AAC TECH,HKG,Communication Equipment,841,
ZOOM,"ZOOM Technologies, Inc.",PNK,Communication Equipment,841,
CDV.TO,COM DEV International Ltd.,TOR,Communication Equipment,841,
2618.HK,TCL COMM,HKG,Communication Equipment,841,
SATS,EchoStar Corp.,NMS,Communication Equipment,841,
NOK,Nokia Corporation,NYQ,Communication Equipment,841,
CUDA,"Barracuda Networks, Inc.",NYQ,Communication Equipment,841,
D5N.SI,Z-Obee Holdings Limited,SES,Communication Equipment,841,
QCOM,QUALCOMM Incorporated,NMS,Communication Equipment,841,
PLCM,"Polycom, Inc.",NMS,Communication Equipment,841,
DRWI,DragonWave Inc.,NMS,Communication Equipment,841,
FZM.MU,ZTE -H-,MUN,Communication Equipment,841,
FKWL,Franklin Wireless Corp.,PNK,Communication Equipment,841,
VINDHYATE.NS,Vindhya Telelinks Ltd.,NSI,Communication Equipment,841,
NOA3.BE,NOKIA,BER,Communication Equipment,841,
BDR,Blonder Tongue Laboratories Inc.,ASE,Communication Equipment,841,
MFON,Mobivity Holdings Corp.,PNK,Communication Equipment,841,
JCS,Communications Systems Inc.,NGM,Communication Equipment,841,
EVTI,"Eventure Interactive, Inc.",OBB,Communication Equipment,841,
HLIT,Harmonic Inc.,NMS,Communication Equipment,841,
PTSC,Patriot Scientific Corporation,PNK,Communication Equipment,841,
RITT,RiT Technologies Ltd.,NCM,Communication Equipment,841,
TLFN.SG,ZHONE TECH,STU,Communication Equipment,841,
CRNT,Ceragon Networks Ltd.,NMS,Communication Equipment,841,
2038.HK,FIH,HKG,Communication Equipment,841,
PNTR,Pointer Telocation Ltd.,NCM,Communication Equipment,841,
AVO.TO,Avigilon Corporation,TOR,Communication Equipment,841,
CALX,Calix Inc.,NYQ,Communication Equipment,841,
HIPP,"Hipcricket, Inc.",PNK,Communication Equipment,841,
KKE.BE,HITACHI KOKUSAI EL,BER,Communication Equipment,841,
DGDM,"Digital Development Partners, Inc.",OBB,Communication Equipment,841,
BYL.TO,Baylin Technologies Inc.,TOR,Communication Equipment,841,
NOA3.DE,Nokia Corporation,GER,Communication Equipment,841,
MSI,"Motorola Solutions, Inc.",NYQ,Communication Equipment,841,
I6I.F,INTERNET INITIATIVE,FRA,Communication Equipment,841,
0877.HK,O-NET COMM GP,HKG,Communication Equipment,841,
AKSHOPTFBR.BO,Aksh Optifibre Limited,BSE,Communication Equipment,841,
WSGI,World Surveillance Group Inc.,PNK,Communication Equipment,841,
WAL.AX,Wavenet International Ltd.,ASX,Communication Equipment,841,
HRS,Harris Corporation,NYQ,Communication Equipment,841,
MVNR,"Mavenir Systems, Inc.",NYQ,Communication Equipment,841,
2369.HK,COOLPAD GROUP,HKG,Communication Equipment,841,
SVC.TO,Sandvine Corporation,TOR,Communication Equipment,841,
NTGR,Netgear Inc.,NMS,Communication Equipment,841,
KVHI,KVH Industries Inc.,NMS,Communication Equipment,841,
CLRO,"ClearOne, Inc.",NCM,Communication Equipment,841,
ATEN,"A10 Networks, Inc.",NYQ,Communication Equipment,841,
MNW.TO,Mitel Networks Corporation,TOR,Communication Equipment,841,
CMTL,Comtech Telecommunications Corp.,NMS,Communication Equipment,841,
STC.V,Sangoma Technologies Corp.,VAN,Communication Equipment,841,
WTT,Wireless Telecom Group Inc.,ASE,Communication Equipment,841,
GILT,Gilat Satellite Networks Ltd.,NMS,Communication Equipment,841,
QCI.MU,QUALCOMM,MUN,Communication Equipment,841,
YTY.V,Wi2Wi Corporation,VAN,Communication Equipment,841,
F2Y.DE,F24 AG,GER,Communication Equipment,841,
QCI.DE,QUALCOMM Incorporated,GER,Communication Equipment,841,
COMM,"CommScope Holding Company, Inc.",NMS,Communication Equipment,841,
ADTN,ADTRAN Inc.,NMS,Communication Equipment,841,
TESS,TESSCO Technologies Inc.,NMS,Communication Equipment,841,
LORL,"Loral Space & Communications, Inc.",NMS,Communication Equipment,841,
PARRO.PA,Parrot S.A.,PAR,Communication Equipment,841,
JDSU,JDS Uniphase Corporation,NMS,Communication Equipment,841,
FZM.BE,ZTE -H-,BER,Communication Equipment,841,
QCI.BE,QUALCOMM,BER,Communication Equipment,841,
BLOX,Infoblox Inc.,NYQ,Communication Equipment,841,
SHOR,"ShoreTel, Inc.",NMS,Communication Equipment,841,
NOKN.MX,Nokia Corporation,MEX,Communication Equipment,841,
ORCT,Orckit Communications Ltd.,OBB,Communication Equipment,841,
ANDR,Andrea Electronics Corporation,PNK,Communication Equipment,841,
CYNI,"Cyan, Inc.",NYQ,Communication Equipment,841,
NOAA.DE,Nokia Corporation,GER,Communication Equipment,841,
AXX.TO,Axia NetMedia Corporation,TOR,Communication Equipment,841,
TLFN.F,ZHONE TECH,FRA,Communication Equipment,841,
TTZ.V,Total Telcom Inc.,VAN,Communication Equipment,841,
AUDC,AudioCodes Ltd.,NMS,Communication Equipment,841,
FEIM,Frequency Electronics Inc.,NGM,Communication Equipment,841,
NII.TO,Norsat International Inc.,TOR,Communication Equipment,841,
ARRS,"ARRIS Group, Inc.",NMS,Communication Equipment,841,
HEAR,Turtle Beach Corporation,NGM,Communication Equipment,841,
TCCO,Technical Communications Corporation,NCM,Communication Equipment,841,
SNA.V,Star Navigation Systems Group Ltd.,VAN,Communication Equipment,841,
WRW.BE,SIERRA WIRELESS,BER,Communication Equipment,841,
ZHNE,Zhone Technologies Inc.,NCM,Communication Equipment,841,
ADV.BE,ADVA OPTICAL NETWOR,BER,Communication Equipment,841,
VTC.L,The Vitec Group plc,LSE,Communication Equipment,841,
ALU,Alcatel-Lucent,NYQ,Communication Equipment,841,
QCOM.BA,QUALCOMM Incorporated,BUE,Communication Equipment,841,
AKSHOPTFB.NS,Aksh Optifibre Limited,NSI,Communication Equipment,841,
QCOM.MX,QUALCOMM Incorporated,MEX,Communication Equipment,841,
TSTC,Telestone Technologies Corp.,PNK,Communication Equipment,841,
HIVE,"Aerohive Networks, Inc.",NYQ,Communication Equipment,841,
KN,Knowles Corporation,NYQ,Communication Equipment,841,
CLFD,"Clearfield, Inc.",NGM,Communication Equipment,841,
WEW.TO,Webtech Wireless Inc.,TOR,Communication Equipment,841,
AW5.SG,AVENIR TELECOM,STU,Communication Equipment,841,
OCC,Optical Cable Corp.,NGM,Communication Equipment,841,
ENRG,"Energy Telecom, Inc.",PNK,Communication Equipment,841,
SW.TO,Sierra Wireless Inc.,TOR,Communication Equipment,841,
0285.HK,BYD Electronic International Company Ltd,HKG,Communication Equipment,841,
BLN.V,Blackline GPS Corp.,VAN,Communication Equipment,841,
FZM.F,ZTE -H-,FRA,Communication Equipment,841,
OINA.BE,OPTION,BER,Communication Equipment,841,
ETL.PA,"Eutelsat Communications Société Anonyme
",PAR,Communication Equipment,841,
KUD.F,KUDELSKI,FRA,Communication Equipment,841,
WJL.SG,WI-LAN,STU,Communication Equipment,841,
AVNW,"Aviat Networks, Inc.",NMS,Communication Equipment,841,
MITL,Mitel Networks Corporation,NMS,Communication Equipment,841,
KKE.F,HITACHI KOKUSAI EL,FRA,Communication Equipment,841,
VSAT,ViaSat Inc.,NMS,Communication Equipment,841,
ZENITCOM.BO,Zenith Computers Limited,,Computer Based Systems,812,
KBC.DE,Kontron AG,GER,Computer Based Systems,812,
P12.SI,Powermatic Data Systems Limited,SES,Computer Based Systems,812,
VCLD,"Verecloud, Inc.",PNK,Computer Based Systems,812,
RSYS,RadiSys Corporation,NMS,Computer Based Systems,812,
XTL.MU,ANOTO GROUP,MUN,Computer Based Systems,812,
HWP.SG,HEWLETT-PACKARD,STU,Computer Based Systems,812,
RKUS,"Ruckus Wireless, Inc.",NYQ,Computer Based Systems,812,
SSNI,"Silver Spring Networks, Inc.",NYQ,Computer Based Systems,812,
VX6.F,SILICON GRAPHICS,FRA,Computer Based Systems,812,
DAKT,Daktronics Inc.,NMS,Computer Based Systems,812,
SIO.V,"SENSIO Technologies, Inc.",VAN,Computer Based Systems,812,
KBC.SG,KONTRON,STU,Computer Based Systems,812,
GWT.SG,GREAT WALL TECH -H-,STU,Computer Based Systems,812,
TECA.BE,TOSHIBA TEC,BER,Computer Based Systems,812,
SE7.SG,SEIKO EPSON,STU,Computer Based Systems,812,
XTL.BE,ANOTO GROUP,BER,Computer Based Systems,812,
HWP.DE,Hewlett-Packard Company,GER,Computer Based Systems,812,
2382.HK,SUNNY OPTICAL,HKG,Computer Based Systems,812,
WZM.F,WIZCOM TECH,FRA,Computer Based Systems,812,
GWT.F,GREAT WALL TECH -H-,FRA,Computer Based Systems,812,
LXK,Lexmark International Inc.,NYQ,Computer Based Systems,812,
WZM.BE,WIZCOM TECH,BER,Computer Based Systems,812,
0125.HK,Sun Hing Vision Group Holdings Limited,HKG,Computer Based Systems,812,
SYR-H.V,Sky Ridge Resources Ltd.,VAN,Computer Based Systems,812,
3336.HK,JU TENG INTL,HKG,Computer Based Systems,812,
0663.HK,King Stone Energy Group Limited,HKG,Computer Based Systems,812,
VJET,Voxeljet AG,NYQ,Computer Peripherals,815,
ALOT,"Astro-Med, Inc.",NGM,Computer Peripherals,815,
DDD,3D Systems Corporation,NYQ,Computer Peripherals,815,
EFII,"Electronics for Imaging, Inc.",NMS,Computer Peripherals,815,
RDCM,Radcom Ltd.,NCM,Computer Peripherals,815,
HAUP,Hauppauge Digital Inc.,PNK,Computer Peripherals,815,
TACT,TransAct Technologies Incorporated,NGM,Computer Peripherals,815,
SCKT,"Socket Mobile, Inc.",PNK,Computer Peripherals,815,
KTCC,Key Tronic Corp.,NGM,Computer Peripherals,815,
SSYS,Stratasys Ltd.,NMS,Computer Peripherals,815,
VIDE,Video Display Corporation,NGM,Computer Peripherals,815,
MRCY,"Mercury Systems, Inc.",NMS,Computer Peripherals,815,
INPH,Interphase Corp.,NCM,Computer Peripherals,815,
RSKIA,George Risk Industries Inc.,PNK,Computer Peripherals,815,
QUMU,Qumu Corporation,NMS,Computer Peripherals,815,
OLED,Universal Display Corp.,NMS,Computer Peripherals,815,
MCZ,Mad Catz Interactive Inc.,ASE,Computer Peripherals,815,
EYE-A.V,"Eyelogic Systems, Inc.",VAN,Computers Wholesale,755,
COYN,"COPsync, Inc.",PNK,Computers Wholesale,755,
USTR,United Stationers Inc.,NMS,Computers Wholesale,755,
SPDC,"Speed Commerce, Inc.",NGM,Computers Wholesale,755,
WSTG,"Wayside Technology Group, Inc.",NGM,Computers Wholesale,755,
PCCC,"PC Connection, Inc.",NMS,Computers Wholesale,755,
TECD,Tech Data Corp.,NMS,Computers Wholesale,755,
M06.SI,Multi-Chem Limited,SES,Computers Wholesale,755,
IM,Ingram Micro Inc.,NYQ,Computers Wholesale,755,
SZU.MU,SUEDZUCKER,MUN,Confectioners,345,
KOTARISUG.NS,Kothari Sugars and Chemicals Ltd.,NSI,Confectioners,345,
JEYPORE.NS,Jeypore Sugar Company Ltd.,NSI,Confectioners,345,
HSY,The Hershey Company,NYQ,Confectioners,345,
GFF.AX,Goodman Fielder Ltd.,ASX,Confectioners,345,
KMSUGAR.BO,KM Sugar Mills Ltd.,BSE,Confectioners,345,
SZU.F,SUEDZUCKER,FRA,Confectioners,345,
LXU.F,TONGAAT HULETT,FRA,Confectioners,345,
RMCF,Rocky Mountain Chocolate Factory Inc.,NGM,Confectioners,345,
THL.L,Tongaat Hulett Limited,LSE,Confectioners,345,
OUDH.BO,The Oudh Sugar Mills Limited,,Confectioners,345,
KESARENT.NS,Kesar Enterprises Limited,NSI,Confectioners,345,
DWARKESH.BO,Dwarikesh Sugar Industries Limited,BSE,Confectioners,345,
SZU.DE,Suedzucker AG,GER,Confectioners,345,
MDLZ,"Mondelez International, Inc.",NMS,Confectioners,345,
BAJAJHIND.NS,Bajaj Hindusthan Ltd.,NSI,Confectioners,345,
Q0W.SI,JB Foods Limited,SES,Confectioners,345,
BAJAJHIND.BO,Bajaj Hindusthan Ltd.,BSE,Confectioners,345,
TR,Tootsie Roll Industries Inc.,NYQ,Confectioners,345,
JEYPORE.BO,Jeypore Sugar Company Ltd.,BSE,Confectioners,345,
JAMN,Jammin Java Corp.,PNK,Confectioners,345,
DWARKESH.NS,Dwarikesh Sugar Industries Limited,NSI,Confectioners,345,
P34.SI,Petra Foods Limited,SES,Confectioners,345,
FFI.AX,FFI Holdings Limited,ASX,Confectioners,345,
SVW.AX,Seven Group Holdings Limited,ASX,Conglomerates,210,
ELRN,"Greenwood Hall, Inc.",PNK,Conglomerates,210,
MDDD,"Makism 3D Corp., Inc.",PNK,Conglomerates,210,
YPPN,Yappn Corp.,PNK,Conglomerates,210,
TEXF.BR,"Texaf, S.A.",BRU,Conglomerates,210,
MBI.F,MITSUBISHI CORP,FRA,Conglomerates,210,
J36.SI,Jardine Matheson Holdings Limited,SES,Conglomerates,210,
JACQ,Collabrium Japan Acquisition Corporation,NCM,Conglomerates,210,
MPT.V,Midpoint Holdings Ltd.,VAN,Conglomerates,210,
HRG,Harbinger Group Inc.,NYQ,Conglomerates,210,
ZEXDONTR.BO,Exdon Trading Company Limited,BSE,Conglomerates,210,
ZMDC,USA Zhimingde International Group Corporation,PNK,Conglomerates,210,
0656.HK,Fosun International Limited,HKG,Conglomerates,210,
MLTRA.PA,Compagnie des Tramways de Rouen SA,PAR,Conglomerates,210,
RHL.AX,Ruralco Holdings Ltd.,ASX,Conglomerates,210,
FNAM,"Fona, Inc.",PNK,Conglomerates,210,
1191.HK,Yueshou Environmental Holdings Limited,HKG,Conglomerates,210,
SHGT,"Success Holding Group International, Inc.",OBB,Conglomerates,210,
GPNE,"Next Graphite, Inc.",PNK,Conglomerates,210,
LPCN,Lipocine Inc.,NCM,Conglomerates,210,
DMHI,"DMH International, Inc.",OBB,Conglomerates,210,
PID.BE,PICO HOLDINGS,BER,Conglomerates,210,
XEB.F,SOJITZ,FRA,Conglomerates,210,
IOC.F,ITOCHU,FRA,Conglomerates,210,
CODI,Compass Diversified Holdings,NYQ,Conglomerates,210,
ESIV,Essential Innovations Technology Corp.,PNK,Conglomerates,210,
MOPF.BR,Mopoli Fond,BRU,Conglomerates,210,
U96.SI,Sembcorp Industries Ltd,SES,Conglomerates,210,
ALKM,"Alkame Holdings, Inc.",PNK,Conglomerates,210,
IEP,"Icahn Enterprises, L.P.",NMS,Conglomerates,210,
GSPE,"GulfSlope Energy, Inc",PNK,Conglomerates,210,
APPG,"Apptigo International, Inc.",OBB,Conglomerates,210,
MWRX,MergeWorthRx Corp.,NCM,Conglomerates,210,
ZENO,"Zenosense, Inc.",PNK,Conglomerates,210,
ZGG.V,Brunswick Resources Inc.,VAN,Conglomerates,210,
HBPE,HBP Energy Corp.,PNK,Conglomerates,210,
GOI-H.V,Galleria Opportunities Ltd.,VAN,Conglomerates,210,
AEXE,Aim Exploration Inc.,PNK,Conglomerates,210,
CYNK,Cynk Technology Corp.,PNK,Conglomerates,210,
N21.SI,Noble Group Limited,SES,Conglomerates,210,
GDHC,"CannaPharmaRx, Inc.",PNK,Conglomerates,210,
HBY.NZ,Hellaby Holdings Ltd.,NZE,Conglomerates,210,
VNTH,Vantage Health Inc.,PNK,Conglomerates,210,
MDRM,"Modern Mobility Aids, Inc.",PNK,Conglomerates,210,
IFAN,"IFAN Financial, Inc.",OBB,Conglomerates,210,
KR.V,KR Investment Ltd.,VAN,Conglomerates,210,
SCO.DU,CYBITS HOLDING,DUS,Conglomerates,210,
SPT6.F,SPARTA,FRA,Conglomerates,210,
WSGP,Western Graphite Inc.,PNK,Conglomerates,210,
REX,REX American Resources Corporation,NYQ,Conglomerates,210,
BCG.V,BCGold Corp.,VAN,Conglomerates,210,
J37.SI,Jardine Strategic Holdings Limited,SES,Conglomerates,210,
SUMA.BE,SUMITOMO CORP,BER,Conglomerates,210,
U04.SI,United Engineers Limited,SES,Conglomerates,210,
POCO,Port Of Call Online Inc.,OBB,Conglomerates,210,
SAR.V,Saratoga Electronic Solutions Inc.,VAN,Conglomerates,210,
HZNM,Horizon Minerals Corp.,PNK,Conglomerates,210,
0459.HK,MIDLAND IC&I;,HKG,Conglomerates,210,
SPLP,Steel Partners Holdings L.P,NYQ,Conglomerates,210,
AEGA,AEGEA Inc.,PNK,Conglomerates,210,
CEXE,Circle Entertainment Inc.,PNK,Conglomerates,210,
HTWO,HF2 Financial Management Inc.,NCM,Conglomerates,210,
SCO.DE,Cybits Holding AG,GER,Conglomerates,210,
BOV-H.V,Bi-Optic Ventures Inc.,VAN,Conglomerates,210,
OTCO.BO,OTCO International Ltd.,BSE,Conglomerates,210,
0392.HK,Beijing Enterprises Holdings Ltd.,HKG,Conglomerates,210,
SELT,"Select-TV Solutions, Inc.",OBB,Conglomerates,210,
0242.HK,Shun Tak Holdings Ltd.,HKG,Conglomerates,210,
HISP,"Hispanica International Delights of America, Inc.",OBB,Conglomerates,210,
AUCT.L,Auctus Growth PLC,LSE,Conglomerates,210,
GNC.V,Gainey Capital Corp.,VAN,Conglomerates,210,
OLIE,Olie Inc.,PNK,Conglomerates,210,
SANB,"Sanborn Resources, Ltd.",PNK,Conglomerates,210,
EAGL,Silver Eagle Acquisition Corp.,PNK,Conglomerates,210,
HKBT,HK Battery Technology Inc.,PNK,Conglomerates,210,
IMMA,Interactive Multi-Media Auction Corporation,OBB,Conglomerates,210,
UTMR,"Ultimate Rack, Inc.",OBB,Conglomerates,210,
DIMN,"Diamante Minerals, Inc.",OBB,Conglomerates,210,
AUMA,AR Capital Acquisition Corp.,NCM,Conglomerates,210,
0053.HK,Guoco Group Limited,HKG,Conglomerates,210,
TXSO,"Texas South Energy, Inc.",PNK,Conglomerates,210,
1VS.DE,Zavarco Plc,,Conglomerates,210,
C3T.SI,Uni-Asia Holdings Limited,SES,Conglomerates,210,
LTNR,Loton Corp.,PNK,Conglomerates,210,
CADT,DT Asia Investments Limited,NCM,Conglomerates,210,
VLM.MU,METSO,MUN,Conglomerates,210,
CADO5.BA,Carlos Casado S.A.,BUE,Conglomerates,210,
VCMG,"Veracity Management Global, Inc.",PNK,Conglomerates,210,
MLTHA.PA,Thannberger et Cie,PAR,Conglomerates,210,
SEB,Seaboard Corp.,ASE,Conglomerates,210,
GDEF,"Global Defense & National Security Systems, Inc.",NCM,Conglomerates,210,
SECT,"Sector 5, Inc.",OBB,Conglomerates,210,
CAGZ,Cullen Agricultural Holding Corp.,OBB,Conglomerates,210,
MOBO,Mobile Lads Corp.,OBB,Conglomerates,210,
MARA.F,MARUBENI CORP,FRA,Conglomerates,210,
AFAN,AF Ocean Investment Management Company,PNK,Conglomerates,210,
DPSM,"3D Pioneer Systems, Inc.",PNK,Conglomerates,210,
STNG,Scorpio Tankers Inc.,NYQ,Conglomerates,210,
H4W.BE,JARDINE MATH.HOLD,BER,Conglomerates,210,
PTPF,"All Marketing Solutions, Inc.",OBB,Conglomerates,210,
HOMR,"Homie Recipes, Inc.",OBB,Conglomerates,210,
MDCN,"Medican Enterprises, Inc.",PNK,Conglomerates,210,
RIHT,"Rightscorp, Inc.",PNK,Conglomerates,210,
SPZR,Spatializer Audio Laboratories Inc.,PNK,Conglomerates,210,
BNRM,"Band Rep Management, Inc.",OBB,Conglomerates,210,
GARO.BA,Garovaglio y Zorraquin S.A.,BUE,Conglomerates,210,
SMV-H.V,SMC Ventures Inc.,VAN,Conglomerates,210,
PHOT,"Growlife, Inc.",PNK,Conglomerates,210,
MARA.BE,MARUBENI CORP,BER,Conglomerates,210,
PGG.V,P&P; Ventures Inc.,VAN,Conglomerates,210,
CANK,Cannabis Kinetics Corp.,OBB,Conglomerates,210,
MAGAA,Magna-Lab Inc.,PNK,Conglomerates,210,
0043.HK,C.P. Pokphand Co. Ltd.,HKG,Conglomerates,210,
BMMCF,Kbridge Energy Corp.,PNK,Conglomerates,210,
PICO,PICO Holdings Inc.,NMS,Conglomerates,210,
HCTI,"Hybrid Coating Technologies, Inc.",PNK,Conglomerates,210,
HCAC,Hennessy Capital Acquisition Corp.,NCM,Conglomerates,210,
RJDG,"RJD Green, Inc.",PNK,Conglomerates,210,
OMVS,On The Move Systems Corp.,PNK,Conglomerates,210,
MLNEI.PA,News Invest,PAR,Conglomerates,210,
ITEN,"CodeSmart Holdings, Inc.",PNK,Conglomerates,210,
PRLX,"Parallax Health Sciences, Inc.",PNK,Conglomerates,210,
ARAT,Arax Holdings Corp.,PNK,Conglomerates,210,
MJMJ,"The MaryJane Group, Inc.",OBB,Conglomerates,210,
ESGI,Ensurge Inc.,PNK,Conglomerates,210,
KHA.V,Knighthawk Inc.,VAN,Conglomerates,210,
1026.HK,UNIVERSAL TECH,HKG,Conglomerates,210,
ALLM,"Alliance Bioenergy Plus, Inc.",PNK,Conglomerates,210,
MMAM,Medical Makeover Corporation of America,PNK,Conglomerates,210,
BLVD,Boulevard Acquisition Corp.,NCM,Conglomerates,210,
RII-B.V,Richco Investors Inc.,VAN,Conglomerates,210,
VSVS.L,Vesuvius plc,LSE,Conglomerates,210,
MCPI,"Med-Cannabis Pharma, Inc.",OBB,Conglomerates,210,
ESWB,Esio Water And Beverage Development Corp.,PNK,Conglomerates,210,
ROIQ,ROI Acquisition Corp. II,NCM,Conglomerates,210,
SLOT,San Lotus Holding Inc.,OBB,Conglomerates,210,
VLM.BE,METSO,BER,Conglomerates,210,
BETV,"Be At TV, Inc.",PNK,Conglomerates,210,
NC,Nacco Industries Inc.,NYQ,Conglomerates,210,
IDH-H.V,IDG Holdings Inc.,VAN,Conglomerates,210,
JASN,"Jason Industries, Inc.",NCM,Conglomerates,210,
MZZL,Mazzal Holding Corp.,PNK,Conglomerates,210,
XEB.DU,SOJITZ,DUS,Conglomerates,210,
GSPH,Geospatial Corporation,PNK,Conglomerates,210,
MARA.MU,MARUBENI CORP,MUN,Conglomerates,210,
CRPT,"Cubed, Inc.",PNK,Conglomerates,210,
CACG,Chart Acquisition Corp.,NCM,Conglomerates,210,
JML.V,JAG Mines Ltd.,VAN,Conglomerates,210,
PRKI,Perk International Inc.,OBB,Conglomerates,210,
0019.HK,Swire Pacific Limited,HKG,Conglomerates,210,
SMAC,Sino Mercury Acquisition Corp.,NCM,Conglomerates,210,
PZS.F,SCHERZER & CO,FRA,Conglomerates,210,
GTSO,"Green Technology Solutions, Inc.",PNK,Conglomerates,210,
GDEE,"Golden Edge Entertainment, Inc.",OBB,Conglomerates,210,
8092.HK,ITE HOLDINGS,HKG,Conglomerates,210,
RFIE,"Redfield Ventures, Inc.",OBB,Conglomerates,210,
OPBL,Optionable Inc.,OBB,Conglomerates,210,
PRD.V,PRD Energy Inc.,VAN,Conglomerates,210,
OCX.TO,Onex Corporation,TOR,Conglomerates,210,
PMO-H.V,Prime City One Capital Corp.,VAN,Conglomerates,210,
KAY.V,Karsten Energy Corp.,VAN,Conglomerates,210,
TSTS,"That Marketing Solution, Inc.",OBB,Conglomerates,210,
VARDHCH.BO,Vardhaman Laboratories Ltd.,BSE,Conglomerates,210,
MSSD,"Massive Dynamics, Inc.",PNK,Conglomerates,210,
WLRH,WL Ross Holding Corp.,NCM,Conglomerates,210,
IMTC,Imogo Mobile Technologies Corp.,PNK,Conglomerates,210,
NTRI,"Nutrisystem, Inc.",NMS,Consumer Services,763,
DOMK,"DoMark International, Inc.",PNK,Consumer Services,763,
STB,"Student Transportation, Inc.",NMS,Consumer Services,763,
MYEC,"MyECheck, Inc.",PNK,Consumer Services,763,
EVI,"EnviroStar, Inc.",ASE,Consumer Services,763,
CYU.AX,Chinalco Yunnan Copper Resources Limited,ASX,Copper,131,
0985.HK,CST MINING,HKG,Copper,131,
YBB.SG,CARNAVALE RES,STU,Copper,131,
COL.V,Copper North Mining Corp.,VAN,Copper,131,
MGY.AX,Malagasy Minerals Limited,ASX,Copper,131,
DNT.TO,Candente Copper Corp.,TOR,Copper,131,
NSU,Nevsun Resources Ltd.,ASE,Copper,131,
IRN.AX,Indophil Resources NL,ASX,Copper,131,
CUU.V,Copper Fox Metals Inc.,VAN,Copper,131,
TAS.AX,Tasman Resources Ltd.,ASX,Copper,131,
FG5.F,METALS X,FRA,Copper,131,
JAG.AX,Pacifico Minerals Limited,ASX,Copper,131,
PSF.AX,Pacific Ore Limited,ASX,Copper,131,
VMS.AX,Venture Minerals Ltd.,ASX,Copper,131,
ZCB.F,ZENITH MINERALS,FRA,Copper,131,
NSU.TO,Nevsun Resources Ltd.,TOR,Copper,131,
PAN.AX,Panoramic Resources Limited,ASX,Copper,131,
JAL.AX,Jameson Resources Limited,ASX,Copper,131,
MLX.AX,Metals X Limited,ASX,Copper,131,
CHZ.AX,Chesser Resources Limited,ASX,Copper,131,
OZL.AX,OZ Minerals Limited,ASX,Copper,131,
V7N.MU,ADITYA BIRLA MINE,MUN,Copper,131,
C1Z.F,CYPRESS DEVELOPMENT,FRA,Copper,131,
LIWA,"Lihua International, Inc.",PNK,Copper,131,
KAS.AX,Kasbah Resources Limited,ASX,Copper,131,
FCX,Freeport-McMoRan Inc.,NYQ,Copper,131,
YBB.F,CARNAVALE RES,FRA,Copper,131,
IMD.AX,Imdex Limited,ASX,Copper,131,
WRN.TO,Western Copper and Gold Corporation,TOR,Copper,131,
YM1.BE,PANORAMIC RES,BER,Copper,131,
ZCB.BE,ZENITH MINERALS,BER,Copper,131,
RXM.AX,Rex Minerals Limited.,ASX,Copper,131,
YBB.BE,CARNAVALE RES,BER,Copper,131,
ORL.TO,Orocobre Limited,TOR,Copper,131,
V7N.SG,ADITYA BIRLA MINE,STU,Copper,131,
CUO.V,Copper One Inc.,VAN,Copper,131,
FXR.AX,Fox Resources Ltd.,ASX,Copper,131,
FG5.BE,METALS X,BER,Copper,131,
CUM.TO,Copper Mountain Mining Corporation,TOR,Copper,131,
NCU.TO,Nevada Copper Corp.,TOR,Copper,131,
ZYT.SG,NEVADA COPPER,STU,Copper,131,
MNM.AX,Mantle Mining Corporation Limited,ASX,Copper,131,
KAT.TO,Katanga Mining Ltd.,TOR,Copper,131,
ZYT.F,NEVADA COPPER,FRA,Copper,131,
PRECWIRE.BO,Precision Wires India Ltd.,BSE,Copper,131,
